,City,State ,Region,CRI,Year,Spending Type,Dollar Amount,Category,Total Spending
609,San Francisco,California,Pacific,0.37,2020,HHS,887748127,Health and Support,3383114128
610,San Francisco,California,Pacific,0.37,2020,Public Health,935327038,Health and Support,3383114128
611,San Francisco,California,Pacific,0.37,2020,Parks & Rec,114813921,Health and Support,3383114128
612,San Francisco,California,Pacific,0.37,2020,Housing,208467419,Health and Support,3383114128
613,San Francisco,California,Pacific,0.37,2020,Employment,85722055,Health and Support,3383114128
614,San Francisco,California,Pacific,0.37,2020,Civic and Community Engagement,46203244,Health and Support,3383114128
615,San Francisco,California,Pacific,0.37,2020,Arts and Culture,44475570,Health and Support,3383114128
616,San Jose,California,Pacific,-0.61,2017,Police,345319294,Carceral,427672484
617,San Jose,California,Pacific,-0.61,2017,Courts,0,Carceral,427672484
618,San Jose,California,Pacific,-0.61,2017,Public Defenders,0,Carceral,427672484
619,San Jose,California,Pacific,-0.61,2017,Prosecutors,0,Carceral,427672484
620,San Jose,California,Pacific,-0.61,2017,Community Supervision ,0,Carceral,427672484
621,San Jose,California,Pacific,-0.61,2017,Sheriff,0,Carceral,427672484
622,San Jose,California,Pacific,-0.61,2017,Corrections,0,Carceral,427672484
623,San Jose,California,Pacific,-0.61,2017,HHS,0,Health and Support,427672484
624,San Jose,California,Pacific,-0.61,2017,Public Health,0,Health and Support,427672484
625,San Jose,California,Pacific,-0.61,2017,Parks & Rec,68232018,Health and Support,427672484
626,San Jose,California,Pacific,-0.61,2017,Housing,326593,Health and Support,427672484
627,San Jose,California,Pacific,-0.61,2017,Employment,13794579,Health and Support,427672484
628,San Jose,California,Pacific,-0.61,2017,Civic and Community Engagement,0,Health and Support,427672484
629,San Jose,California,Pacific,-0.61,2017,Arts and Culture,0,Health and Support,427672484
630,San Jose,California,Pacific,-0.54,2018,Police,396048201,Carceral,513448179
631,San Jose,California,Pacific,-0.54,2018,Courts,0,Carceral,513448179
632,San Jose,California,Pacific,-0.54,2018,Public Defenders,0,Carceral,513448179
633,San Jose,California,Pacific,-0.54,2018,Prosecutors,0,Carceral,513448179
634,San Jose,California,Pacific,-0.54,2018,Community Supervision ,0,Carceral,513448179
635,San Jose,California,Pacific,-0.54,2018,Sheriff,0,Carceral,513448179
636,San Jose,California,Pacific,-0.54,2018,Corrections,0,Carceral,513448179
637,San Jose,California,Pacific,-0.54,2018,HHS,0,Health and Support,513448179
638,San Jose,California,Pacific,-0.54,2018,Public Health,0,Health and Support,513448179
639,San Jose,California,Pacific,-0.54,2018,Parks & Rec,85650570,Health and Support,513448179
640,San Jose,California,Pacific,-0.54,2018,Housing,4804533,Health and Support,513448179
641,San Jose,California,Pacific,-0.54,2018,Employment,26944875,Health and Support,513448179
642,San Jose,California,Pacific,-0.54,2018,Civic and Community Engagement,0,Health and Support,513448179
643,San Jose,California,Pacific,-0.54,2018,Arts and Culture,0,Health and Support,513448179
644,San Jose,California,Pacific,-0.55,2019,Police,422889608,Carceral,546940434
645,San Jose,California,Pacific,-0.55,2019,Courts,0,Carceral,546940434
646,San Jose,California,Pacific,-0.55,2019,Public Defenders,0,Carceral,546940434
647,San Jose,California,Pacific,-0.55,2019,Prosecutors,0,Carceral,546940434
648,San Jose,California,Pacific,-0.55,2019,Community Supervision ,0,Carceral,546940434
649,San Jose,California,Pacific,-0.55,2019,Sheriff,0,Carceral,546940434
650,San Jose,California,Pacific,-0.55,2019,Corrections,0,Carceral,546940434
651,San Jose,California,Pacific,-0.55,2019,HHS,0,Health and Support,546940434
652,San Jose,California,Pacific,-0.55,2019,Public Health,0,Health and Support,546940434
653,San Jose,California,Pacific,-0.55,2019,Parks & Rec,88037984,Health and Support,546940434
654,San Jose,California,Pacific,-0.55,2019,Housing,5329466,Health and Support,546940434
655,San Jose,California,Pacific,-0.55,2019,Employment,30683376,Health and Support,546940434
656,San Jose,California,Pacific,-0.55,2019,Civic and Community Engagement,0,Health and Support,546940434
657,San Jose,California,Pacific,-0.55,2019,Arts and Culture,0,Health and Support,546940434
658,San Jose,California,Pacific,-0.49,2020,Police,462495215,Carceral,621334969
659,San Jose,California,Pacific,-0.49,2020,Courts,0,Carceral,621334969
660,San Jose,California,Pacific,-0.49,2020,Public Defenders,0,Carceral,621334969
661,San Jose,California,Pacific,-0.49,2020,Prosecutors,0,Carceral,621334969
662,San Jose,California,Pacific,-0.49,2020,Community Supervision ,0,Carceral,621334969
663,San Jose,California,Pacific,-0.49,2020,Sheriff,0,Carceral,621334969
664,San Jose,California,Pacific,-0.49,2020,Corrections,0,Carceral,621334969
665,San Jose,California,Pacific,-0.49,2020,HHS,0,Health and Support,621334969
666,San Jose,California,Pacific,-0.49,2020,Public Health,0,Health and Support,621334969
667,San Jose,California,Pacific,-0.49,2020,Parks & Rec,113016790,Health and Support,621334969
668,San Jose,California,Pacific,-0.49,2020,Housing,8838664,Health and Support,621334969
669,San Jose,California,Pacific,-0.49,2020,Employment,36984300,Health and Support,621334969
670,San Jose,California,Pacific,-0.49,2020,Civic and Community Engagement,0,Health and Support,621334969
671,San Jose,California,Pacific,-0.49,2020,Arts and Culture,0,Health and Support,621334969
672,Colorado Springs,Colorado,Rocky Mountains,-0.61,2017,Police,91257995,Carceral,117857240
673,Colorado Springs,Colorado,Rocky Mountains,-0.61,2017,Courts,3677630,Carceral,117857240
674,Colorado Springs,Colorado,Rocky Mountains,-0.61,2017,Public Defenders,0,Carceral,117857240
675,Colorado Springs,Colorado,Rocky Mountains,-0.61,2017,Prosecutors,0,Carceral,117857240
676,Colorado Springs,Colorado,Rocky Mountains,-0.61,2017,Community Supervision ,0,Carceral,117857240
677,Colorado Springs,Colorado,Rocky Mountains,-0.61,2017,Sheriff,0,Carceral,117857240
678,Colorado Springs,Colorado,Rocky Mountains,-0.61,2017,Corrections,0,Carceral,117857240
679,Colorado Springs,Colorado,Rocky Mountains,-0.61,2017,HHS,0,Health and Support,117857240
680,Colorado Springs,Colorado,Rocky Mountains,-0.61,2017,Public Health,0,Health and Support,117857240
681,Colorado Springs,Colorado,Rocky Mountains,-0.61,2017,Parks & Rec,10443340,Health and Support,117857240
682,Colorado Springs,Colorado,Rocky Mountains,-0.61,2017,Housing,435311,Health and Support,117857240
683,Colorado Springs,Colorado,Rocky Mountains,-0.61,2017,Employment,9560049,Health and Support,117857240
684,Colorado Springs,Colorado,Rocky Mountains,-0.61,2017,Civic and Community Engagement,735661,Health and Support,117857240
685,Colorado Springs,Colorado,Rocky Mountains,-0.61,2017,Arts and Culture,1747254,Health and Support,117857240
686,Colorado Springs,Colorado,Rocky Mountains,-0.66,2018,Police,96922604,Carceral,121148355
687,Colorado Springs,Colorado,Rocky Mountains,-0.66,2018,Courts,3735618,Carceral,121148355
688,Colorado Springs,Colorado,Rocky Mountains,-0.66,2018,Public Defenders,0,Carceral,121148355
689,Colorado Springs,Colorado,Rocky Mountains,-0.66,2018,Prosecutors,0,Carceral,121148355
690,Colorado Springs,Colorado,Rocky Mountains,-0.66,2018,Community Supervision ,0,Carceral,121148355
691,Colorado Springs,Colorado,Rocky Mountains,-0.66,2018,Sheriff,0,Carceral,121148355
692,Colorado Springs,Colorado,Rocky Mountains,-0.66,2018,Corrections,0,Carceral,121148355
693,Colorado Springs,Colorado,Rocky Mountains,-0.66,2018,HHS,0,Health and Support,121148355
694,Colorado Springs,Colorado,Rocky Mountains,-0.66,2018,Public Health,0,Health and Support,121148355
695,Colorado Springs,Colorado,Rocky Mountains,-0.66,2018,Parks & Rec,11731146,Health and Support,121148355
696,Colorado Springs,Colorado,Rocky Mountains,-0.66,2018,Housing,301206,Health and Support,121148355
697,Colorado Springs,Colorado,Rocky Mountains,-0.66,2018,Employment,5161581,Health and Support,121148355
698,Colorado Springs,Colorado,Rocky Mountains,-0.66,2018,Civic and Community Engagement,1487093,Health and Support,121148355
699,Colorado Springs,Colorado,Rocky Mountains,-0.66,2018,Arts and Culture,1809107,Health and Support,121148355
700,Colorado Springs,Colorado,Rocky Mountains,-0.67,2019,Police,106211802,Carceral,131968840
701,Colorado Springs,Colorado,Rocky Mountains,-0.67,2019,Courts,4053101,Carceral,131968840
702,Colorado Springs,Colorado,Rocky Mountains,-0.67,2019,Public Defenders,0,Carceral,131968840
703,Colorado Springs,Colorado,Rocky Mountains,-0.67,2019,Prosecutors,0,Carceral,131968840
704,Colorado Springs,Colorado,Rocky Mountains,-0.67,2019,Community Supervision ,0,Carceral,131968840
705,Colorado Springs,Colorado,Rocky Mountains,-0.67,2019,Sheriff,0,Carceral,131968840
706,Colorado Springs,Colorado,Rocky Mountains,-0.67,2019,Corrections,0,Carceral,131968840
707,Colorado Springs,Colorado,Rocky Mountains,-0.67,2019,HHS,438446,Health and Support,131968840
708,Colorado Springs,Colorado,Rocky Mountains,-0.67,2019,Public Health,0,Health and Support,131968840
709,Colorado Springs,Colorado,Rocky Mountains,-0.67,2019,Parks & Rec,12522722,Health and Support,131968840
710,Colorado Springs,Colorado,Rocky Mountains,-0.67,2019,Housing,301206,Health and Support,131968840
711,Colorado Springs,Colorado,Rocky Mountains,-0.67,2019,Employment,4934325,Health and Support,131968840
712,Colorado Springs,Colorado,Rocky Mountains,-0.67,2019,Civic and Community Engagement,1536381,Health and Support,131968840
713,Colorado Springs,Colorado,Rocky Mountains,-0.67,2019,Arts and Culture,1970857,Health and Support,131968840
714,Colorado Springs,Colorado,Rocky Mountains,-0.65,2020,Police,113166004,Carceral,142416016
715,Colorado Springs,Colorado,Rocky Mountains,-0.65,2020,Courts,4273331,Carceral,142416016
716,Colorado Springs,Colorado,Rocky Mountains,-0.65,2020,Public Defenders,0,Carceral,142416016
717,Colorado Springs,Colorado,Rocky Mountains,-0.65,2020,Prosecutors,0,Carceral,142416016
718,Colorado Springs,Colorado,Rocky Mountains,-0.65,2020,Community Supervision ,0,Carceral,142416016
719,Colorado Springs,Colorado,Rocky Mountains,-0.65,2020,Sheriff,0,Carceral,142416016
720,Colorado Springs,Colorado,Rocky Mountains,-0.65,2020,Corrections,0,Carceral,142416016
721,Colorado Springs,Colorado,Rocky Mountains,-0.65,2020,HHS,480408,Health and Support,142416016
722,Colorado Springs,Colorado,Rocky Mountains,-0.65,2020,Public Health,0,Health and Support,142416016
723,Colorado Springs,Colorado,Rocky Mountains,-0.65,2020,Parks & Rec,12664226,Health and Support,142416016
724,Colorado Springs,Colorado,Rocky Mountains,-0.65,2020,Housing,801326,Health and Support,142416016
725,Colorado Springs,Colorado,Rocky Mountains,-0.65,2020,Employment,6831623,Health and Support,142416016
726,Colorado Springs,Colorado,Rocky Mountains,-0.65,2020,Civic and Community Engagement,1704260,Health and Support,142416016
727,Colorado Springs,Colorado,Rocky Mountains,-0.65,2020,Arts and Culture,2494838,Health and Support,142416016
728,Denver,Colorado,Rocky Mountains,-0.46,2017,Police,225415882,Carceral,566018452
729,Denver,Colorado,Rocky Mountains,-0.46,2017,Courts,23795881,Carceral,566018452
730,Denver,Colorado,Rocky Mountains,-0.46,2017,Public Defenders,1317101,Carceral,566018452
731,Denver,Colorado,Rocky Mountains,-0.46,2017,Prosecutors,24133899,Carceral,566018452
732,Denver,Colorado,Rocky Mountains,-0.46,2017,Community Supervision ,0,Carceral,566018452
733,Denver,Colorado,Rocky Mountains,-0.46,2017,Sheriff,139516249,Carceral,566018452
734,Denver,Colorado,Rocky Mountains,-0.46,2017,Corrections,0,Carceral,566018452
735,Denver,Colorado,Rocky Mountains,-0.46,2017,HHS,32471243,Health and Support,566018452
736,Denver,Colorado,Rocky Mountains,-0.46,2017,Public Health,7859774,Health and Support,566018452
737,Denver,Colorado,Rocky Mountains,-0.46,2017,Parks & Rec,69237470,Health and Support,566018452
738,Denver,Colorado,Rocky Mountains,-0.46,2017,Housing,650000,Health and Support,566018452
739,Denver,Colorado,Rocky Mountains,-0.46,2017,Employment,31396760,Health and Support,566018452
740,Denver,Colorado,Rocky Mountains,-0.46,2017,Civic and Community Engagement,10224193,Health and Support,566018452
741,Denver,Colorado,Rocky Mountains,-0.46,2017,Arts and Culture,0,Health and Support,566018452
742,Denver,Colorado,Rocky Mountains,-0.46,2018,Police,234847439,Carceral,589450613
743,Denver,Colorado,Rocky Mountains,-0.46,2018,Courts,24778592,Carceral,589450613
744,Denver,Colorado,Rocky Mountains,-0.46,2018,Public Defenders,1860278,Carceral,589450613
745,Denver,Colorado,Rocky Mountains,-0.46,2018,Prosecutors,25429270,Carceral,589450613
746,Denver,Colorado,Rocky Mountains,-0.46,2018,Community Supervision ,0,Carceral,589450613
747,Denver,Colorado,Rocky Mountains,-0.46,2018,Sheriff,142887461,Carceral,589450613
748,Denver,Colorado,Rocky Mountains,-0.46,2018,Corrections,0,Carceral,589450613
749,Denver,Colorado,Rocky Mountains,-0.46,2018,HHS,32502174,Health and Support,589450613
750,Denver,Colorado,Rocky Mountains,-0.46,2018,Public Health,6303459,Health and Support,589450613
751,Denver,Colorado,Rocky Mountains,-0.46,2018,Parks & Rec,73704613,Health and Support,589450613
752,Denver,Colorado,Rocky Mountains,-0.46,2018,Housing,660001,Health and Support,589450613
753,Denver,Colorado,Rocky Mountains,-0.46,2018,Employment,33186980,Health and Support,589450613
754,Denver,Colorado,Rocky Mountains,-0.46,2018,Civic and Community Engagement,13290346,Health and Support,589450613
755,Denver,Colorado,Rocky Mountains,-0.46,2018,Arts and Culture,0,Health and Support,589450613
756,Denver,Colorado,Rocky Mountains,-0.45,2019,Police,246322331,Carceral,625217818
757,Denver,Colorado,Rocky Mountains,-0.45,2019,Courts,26323944,Carceral,625217818
758,Denver,Colorado,Rocky Mountains,-0.45,2019,Public Defenders,2324312,Carceral,625217818
759,Denver,Colorado,Rocky Mountains,-0.45,2019,Prosecutors,27463670,Carceral,625217818
760,Denver,Colorado,Rocky Mountains,-0.45,2019,Community Supervision ,0,Carceral,625217818
761,Denver,Colorado,Rocky Mountains,-0.45,2019,Sheriff,151980430,Carceral,625217818
762,Denver,Colorado,Rocky Mountains,-0.45,2019,Corrections,0,Carceral,625217818
763,Denver,Colorado,Rocky Mountains,-0.45,2019,HHS,37439701,Health and Support,625217818
764,Denver,Colorado,Rocky Mountains,-0.45,2019,Public Health,4272139,Health and Support,625217818
765,Denver,Colorado,Rocky Mountains,-0.45,2019,Parks & Rec,77839556,Health and Support,625217818
766,Denver,Colorado,Rocky Mountains,-0.45,2019,Housing,844484,Health and Support,625217818
767,Denver,Colorado,Rocky Mountains,-0.45,2019,Employment,34638470,Health and Support,625217818
768,Denver,Colorado,Rocky Mountains,-0.45,2019,Civic and Community Engagement,15768781,Health and Support,625217818
769,Denver,Colorado,Rocky Mountains,-0.45,2019,Arts and Culture,0,Health and Support,625217818
770,Denver,Colorado,Rocky Mountains,-0.45,2020,Police,256184749,Carceral,644362388
771,Denver,Colorado,Rocky Mountains,-0.45,2020,Courts,27721137,Carceral,644362388
772,Denver,Colorado,Rocky Mountains,-0.45,2020,Public Defenders,2611740,Carceral,644362388
773,Denver,Colorado,Rocky Mountains,-0.45,2020,Prosecutors,29259653,Carceral,644362388
774,Denver,Colorado,Rocky Mountains,-0.45,2020,Community Supervision ,0,Carceral,644362388
775,Denver,Colorado,Rocky Mountains,-0.45,2020,Sheriff,151230440,Carceral,644362388
776,Denver,Colorado,Rocky Mountains,-0.45,2020,Corrections,0,Carceral,644362388
777,Denver,Colorado,Rocky Mountains,-0.45,2020,HHS,36664932,Health and Support,644362388
778,Denver,Colorado,Rocky Mountains,-0.45,2020,Public Health,7647750,Health and Support,644362388
779,Denver,Colorado,Rocky Mountains,-0.45,2020,Parks & Rec,80284488,Health and Support,644362388
780,Denver,Colorado,Rocky Mountains,-0.45,2020,Housing,21155315,Health and Support,644362388
781,Denver,Colorado,Rocky Mountains,-0.45,2020,Employment,23837277,Health and Support,644362388
782,Denver,Colorado,Rocky Mountains,-0.45,2020,Civic and Community Engagement,7764907,Health and Support,644362388
783,Denver,Colorado,Rocky Mountains,-0.45,2020,Arts and Culture,0,Health and Support,644362388
784,Jacksonville,Florida,Southeast,-0.57,2017,Police,0,Carceral,551677048
785,Jacksonville,Florida,Southeast,-0.57,2017,Courts,4123611,Carceral,551677048
786,Jacksonville,Florida,Southeast,-0.57,2017,Public Defenders,1914296,Carceral,551677048
787,Jacksonville,Florida,Southeast,-0.57,2017,Prosecutors,1690261,Carceral,551677048
788,Jacksonville,Florida,Southeast,-0.57,2017,Community Supervision ,3465953,Carceral,551677048
789,Jacksonville,Florida,Southeast,-0.57,2017,Sheriff,423110925,Carceral,551677048
790,Jacksonville,Florida,Southeast,-0.57,2017,Corrections,0,Carceral,551677048
791,Jacksonville,Florida,Southeast,-0.57,2017,HHS,46641513,Health and Support,551677048
792,Jacksonville,Florida,Southeast,-0.57,2017,Public Health,3167223,Health and Support,551677048
793,Jacksonville,Florida,Southeast,-0.57,2017,Parks & Rec,41695144,Health and Support,551677048
794,Jacksonville,Florida,Southeast,-0.57,2017,Housing,0,Health and Support,551677048
795,Jacksonville,Florida,Southeast,-0.57,2017,Employment,14538429,Health and Support,551677048
796,Jacksonville,Florida,Southeast,-0.57,2017,Civic and Community Engagement,8483113,Health and Support,551677048
797,Jacksonville,Florida,Southeast,-0.57,2017,Arts and Culture,2846580,Health and Support,551677048
798,Jacksonville,Florida,Southeast,-0.56,2018,Police,0,Carceral,540401784
799,Jacksonville,Florida,Southeast,-0.56,2018,Courts,3986479,Carceral,540401784
800,Jacksonville,Florida,Southeast,-0.56,2018,Public Defenders,2453001,Carceral,540401784
801,Jacksonville,Florida,Southeast,-0.56,2018,Prosecutors,1758052,Carceral,540401784
802,Jacksonville,Florida,Southeast,-0.56,2018,Community Supervision ,4288167,Carceral,540401784
803,Jacksonville,Florida,Southeast,-0.56,2018,Sheriff,408524452,Carceral,540401784
804,Jacksonville,Florida,Southeast,-0.56,2018,Corrections,0,Carceral,540401784
805,Jacksonville,Florida,Southeast,-0.56,2018,HHS,45852594,Health and Support,540401784
806,Jacksonville,Florida,Southeast,-0.56,2018,Public Health,3200257,Health and Support,540401784
807,Jacksonville,Florida,Southeast,-0.56,2018,Parks & Rec,45209806,Health and Support,540401784
808,Jacksonville,Florida,Southeast,-0.56,2018,Housing,64697,Health and Support,540401784
809,Jacksonville,Florida,Southeast,-0.56,2018,Employment,13346417,Health and Support,540401784
810,Jacksonville,Florida,Southeast,-0.56,2018,Civic and Community Engagement,8866846,Health and Support,540401784
811,Jacksonville,Florida,Southeast,-0.56,2018,Arts and Culture,2851016,Health and Support,540401784
812,Jacksonville,Florida,Southeast,-0.55,2019,Police,0,Carceral,580484363
813,Jacksonville,Florida,Southeast,-0.55,2019,Courts,3750911,Carceral,580484363
814,Jacksonville,Florida,Southeast,-0.55,2019,Public Defenders,2183686,Carceral,580484363
815,Jacksonville,Florida,Southeast,-0.55,2019,Prosecutors,1735658,Carceral,580484363
816,Jacksonville,Florida,Southeast,-0.55,2019,Community Supervision ,3750656,Carceral,580484363
817,Jacksonville,Florida,Southeast,-0.55,2019,Sheriff,439129748,Carceral,580484363
818,Jacksonville,Florida,Southeast,-0.55,2019,Corrections,0,Carceral,580484363
819,Jacksonville,Florida,Southeast,-0.55,2019,HHS,44998499,Health and Support,580484363
820,Jacksonville,Florida,Southeast,-0.55,2019,Public Health,3100397,Health and Support,580484363
821,Jacksonville,Florida,Southeast,-0.55,2019,Parks & Rec,46498922,Health and Support,580484363
822,Jacksonville,Florida,Southeast,-0.55,2019,Housing,71966,Health and Support,580484363
823,Jacksonville,Florida,Southeast,-0.55,2019,Employment,20098186,Health and Support,580484363
824,Jacksonville,Florida,Southeast,-0.55,2019,Civic and Community Engagement,12314957,Health and Support,580484363
825,Jacksonville,Florida,Southeast,-0.55,2019,Arts and Culture,2850777,Health and Support,580484363
826,Jacksonville,Florida,Southeast,-0.57,2020,Police,0,Carceral,627432305
827,Jacksonville,Florida,Southeast,-0.57,2020,Courts,4378675,Carceral,627432305
828,Jacksonville,Florida,Southeast,-0.57,2020,Public Defenders,2434643,Carceral,627432305
829,Jacksonville,Florida,Southeast,-0.57,2020,Prosecutors,2050414,Carceral,627432305
830,Jacksonville,Florida,Southeast,-0.57,2020,Community Supervision ,3194758,Carceral,627432305
831,Jacksonville,Florida,Southeast,-0.57,2020,Sheriff,481594597,Carceral,627432305
832,Jacksonville,Florida,Southeast,-0.57,2020,Corrections,0,Carceral,627432305
833,Jacksonville,Florida,Southeast,-0.57,2020,HHS,46770358,Health and Support,627432305
834,Jacksonville,Florida,Southeast,-0.57,2020,Public Health,3281361,Health and Support,627432305
835,Jacksonville,Florida,Southeast,-0.57,2020,Parks & Rec,48945827,Health and Support,627432305
836,Jacksonville,Florida,Southeast,-0.57,2020,Housing,68373,Health and Support,627432305
837,Jacksonville,Florida,Southeast,-0.57,2020,Employment,19919826,Health and Support,627432305
838,Jacksonville,Florida,Southeast,-0.57,2020,Civic and Community Engagement,11736531,Health and Support,627432305
839,Jacksonville,Florida,Southeast,-0.57,2020,Arts and Culture,3056942,Health and Support,627432305
840,Miami,Florida,Southeast,-0.6,2017,Police,232541900,Carceral,291067100
841,Miami,Florida,Southeast,-0.6,2017,Courts,0,Carceral,291067100
842,Miami,Florida,Southeast,-0.6,2017,Public Defenders,0,Carceral,291067100
843,Miami,Florida,Southeast,-0.6,2017,Prosecutors,0,Carceral,291067100
844,Miami,Florida,Southeast,-0.6,2017,Community Supervision ,0,Carceral,291067100
845,Miami,Florida,Southeast,-0.6,2017,Sheriff,0,Carceral,291067100
846,Miami,Florida,Southeast,-0.6,2017,Corrections,0,Carceral,291067100
847,Miami,Florida,Southeast,-0.6,2017,HHS,0,Health and Support,291067100
848,Miami,Florida,Southeast,-0.6,2017,Public Health,0,Health and Support,291067100
849,Miami,Florida,Southeast,-0.6,2017,Parks & Rec,41653700,Health and Support,291067100
850,Miami,Florida,Southeast,-0.6,2017,Housing,3482500,Health and Support,291067100
851,Miami,Florida,Southeast,-0.6,2017,Employment,5537000,Health and Support,291067100
852,Miami,Florida,Southeast,-0.6,2017,Civic and Community Engagement,7429300,Health and Support,291067100
853,Miami,Florida,Southeast,-0.6,2017,Arts and Culture,422700,Health and Support,291067100
854,Miami,Florida,Southeast,-0.57,2018,Police,236660000,Carceral,301595000
855,Miami,Florida,Southeast,-0.57,2018,Courts,0,Carceral,301595000
856,Miami,Florida,Southeast,-0.57,2018,Public Defenders,0,Carceral,301595000
857,Miami,Florida,Southeast,-0.57,2018,Prosecutors,0,Carceral,301595000
858,Miami,Florida,Southeast,-0.57,2018,Community Supervision ,0,Carceral,301595000
859,Miami,Florida,Southeast,-0.57,2018,Sheriff,0,Carceral,301595000
860,Miami,Florida,Southeast,-0.57,2018,Corrections,0,Carceral,301595000
861,Miami,Florida,Southeast,-0.57,2018,HHS,1722000,Health and Support,301595000
862,Miami,Florida,Southeast,-0.57,2018,Public Health,400000,Health and Support,301595000
863,Miami,Florida,Southeast,-0.57,2018,Parks & Rec,44752000,Health and Support,301595000
864,Miami,Florida,Southeast,-0.57,2018,Housing,2411000,Health and Support,301595000
865,Miami,Florida,Southeast,-0.57,2018,Employment,5749000,Health and Support,301595000
866,Miami,Florida,Southeast,-0.57,2018,Civic and Community Engagement,9477000,Health and Support,301595000
867,Miami,Florida,Southeast,-0.57,2018,Arts and Culture,424000,Health and Support,301595000
868,Miami,Florida,Southeast,-0.56,2019,Police,246466000,Carceral,316911000
869,Miami,Florida,Southeast,-0.56,2019,Courts,0,Carceral,316911000
870,Miami,Florida,Southeast,-0.56,2019,Public Defenders,0,Carceral,316911000
871,Miami,Florida,Southeast,-0.56,2019,Prosecutors,0,Carceral,316911000
872,Miami,Florida,Southeast,-0.56,2019,Community Supervision ,0,Carceral,316911000
873,Miami,Florida,Southeast,-0.56,2019,Sheriff,0,Carceral,316911000
874,Miami,Florida,Southeast,-0.56,2019,Corrections,0,Carceral,316911000
875,Miami,Florida,Southeast,-0.56,2019,HHS,4381000,Health and Support,316911000
876,Miami,Florida,Southeast,-0.56,2019,Public Health,400000,Health and Support,316911000
877,Miami,Florida,Southeast,-0.56,2019,Parks & Rec,47754000,Health and Support,316911000
878,Miami,Florida,Southeast,-0.56,2019,Housing,1689000,Health and Support,316911000
879,Miami,Florida,Southeast,-0.56,2019,Employment,5925000,Health and Support,316911000
880,Miami,Florida,Southeast,-0.56,2019,Civic and Community Engagement,9872000,Health and Support,316911000
881,Miami,Florida,Southeast,-0.56,2019,Arts and Culture,424000,Health and Support,316911000
882,Miami,Florida,Southeast,-0.54,2020,Police,266795000,Carceral,345718000
883,Miami,Florida,Southeast,-0.54,2020,Courts,0,Carceral,345718000
884,Miami,Florida,Southeast,-0.54,2020,Public Defenders,0,Carceral,345718000
885,Miami,Florida,Southeast,-0.54,2020,Prosecutors,0,Carceral,345718000
886,Miami,Florida,Southeast,-0.54,2020,Community Supervision ,0,Carceral,345718000
887,Miami,Florida,Southeast,-0.54,2020,Sheriff,0,Carceral,345718000
888,Miami,Florida,Southeast,-0.54,2020,Corrections,0,Carceral,345718000
889,Miami,Florida,Southeast,-0.54,2020,HHS,6062000,Health and Support,345718000
890,Miami,Florida,Southeast,-0.54,2020,Public Health,0,Health and Support,345718000
891,Miami,Florida,Southeast,-0.54,2020,Parks & Rec,51777000,Health and Support,345718000
892,Miami,Florida,Southeast,-0.54,2020,Housing,2437000,Health and Support,345718000
893,Miami,Florida,Southeast,-0.54,2020,Employment,6658000,Health and Support,345718000
894,Miami,Florida,Southeast,-0.54,2020,Civic and Community Engagement,11989000,Health and Support,345718000
895,Miami,Florida,Southeast,-0.54,2020,Arts and Culture,0,Health and Support,345718000
896,Atlanta,Georgia,Southeast,-0.67,2017,Police,180999917,Carceral,286494437
897,Atlanta,Georgia,Southeast,-0.67,2017,Courts,14061478,Carceral,286494437
898,Atlanta,Georgia,Southeast,-0.67,2017,Public Defenders,3586406,Carceral,286494437
899,Atlanta,Georgia,Southeast,-0.67,2017,Prosecutors,6662528,Carceral,286494437
900,Atlanta,Georgia,Southeast,-0.67,2017,Community Supervision ,0,Carceral,286494437
901,Atlanta,Georgia,Southeast,-0.67,2017,Sheriff,0,Carceral,286494437
902,Atlanta,Georgia,Southeast,-0.67,2017,Corrections,33390563,Carceral,286494437
903,Atlanta,Georgia,Southeast,-0.67,2017,HHS,0,Health and Support,286494437
904,Atlanta,Georgia,Southeast,-0.67,2017,Public Health,0,Health and Support,286494437
905,Atlanta,Georgia,Southeast,-0.67,2017,Parks & Rec,34046879,Health and Support,286494437
906,Atlanta,Georgia,Southeast,-0.67,2017,Housing,0,Health and Support,286494437
907,Atlanta,Georgia,Southeast,-0.67,2017,Employment,13136304,Health and Support,286494437
908,Atlanta,Georgia,Southeast,-0.67,2017,Civic and Community Engagement,610362,Health and Support,286494437
909,Atlanta,Georgia,Southeast,-0.67,2017,Arts and Culture,0,Health and Support,286494437
910,Atlanta,Georgia,Southeast,-0.66,2018,Police,190839886,Carceral,298882388
911,Atlanta,Georgia,Southeast,-0.66,2018,Courts,13619239,Carceral,298882388
912,Atlanta,Georgia,Southeast,-0.66,2018,Public Defenders,3462556,Carceral,298882388
913,Atlanta,Georgia,Southeast,-0.66,2018,Prosecutors,6597627,Carceral,298882388
914,Atlanta,Georgia,Southeast,-0.66,2018,Community Supervision ,0,Carceral,298882388
915,Atlanta,Georgia,Southeast,-0.66,2018,Sheriff,0,Carceral,298882388
916,Atlanta,Georgia,Southeast,-0.66,2018,Corrections,33007719,Carceral,298882388
917,Atlanta,Georgia,Southeast,-0.66,2018,HHS,0,Health and Support,298882388
918,Atlanta,Georgia,Southeast,-0.66,2018,Public Health,0,Health and Support,298882388
919,Atlanta,Georgia,Southeast,-0.66,2018,Parks & Rec,36038905,Health and Support,298882388
920,Atlanta,Georgia,Southeast,-0.66,2018,Housing,0,Health and Support,298882388
